timestamp,function,phase,has_anomaly
7.4667,  0.16181050,2.979068e+00,0
7.5000, -0.04710645,3.188717e+00,0
7.5333, -0.25396052,3.398365e+00,0
7.5667, -0.44969317,3.608014e+00,0
7.6000, -0.62573289,3.817663e+00,0
7.6333, -0.77437056,4.027312e+00,0
7.6667, -0.88909704,4.236961e+00,0
7.7000, -0.96488825,4.446610e+00,0
7.7333, -0.99842514,4.656259e+00,0
7.7667, -0.98823906,4.865908e+00,0
7.8000, -0.93477608,5.075557e+00,0
7.8333, -0.84037746,5.285206e+00,0
7.8667, -0.70917708,5.494855e+00,0
7.9000, -0.54692047,5.704504e+00,0
7.9333, -0.36071316,5.914153e+00,0
7.9667, -0.15870952,6.123802e+00,0
8.0000,  0.05024432,5.026548e-02,0
8.0333,  0.25699786,2.599144e-01,0
8.0667,  0.45249697,4.695634e-01,0
8.1000,  0.62818036,6.792123e-01,0
8.1333,  0.77635452,8.888613e-01,0
8.1667,  0.89053062,1.098510e+00,0
8.2000,  0.96570866,1.308159e+00,0
8.2333,  0.99859645,1.517808e+00,0
8.2667,  0.98775378,1.727457e+00,0
8.3000,  0.93365546,1.937106e+00,0
8.3333,  0.83867057,2.146755e+00,0
8.3667,  0.70695867,2.356404e+00,0
8.4000,  0.54428769,2.566053e+00,0
8.4333,  0.35778129,2.775702e+00,0
8.4667,  0.15560697,2.985351e+00,0
8.5000, -0.05338169,3.195000e+00,0
8.5333, -0.26003266,3.404649e+00,0
8.5667, -0.45529630,3.614298e+00,0
8.6000, -0.63062163,3.823947e+00,0
8.6333, -0.77833082,4.033596e+00,0
8.6667, -0.89195540,4.243244e+00,0
8.7000, -0.96651954,4.452893e+00,0
8.7333, -0.99875792,4.662542e+00,0
8.7667, -0.98725875,4.872191e+00,0
8.8000, -0.93252563,5.081840e+00,0
8.8333, -0.83695540,5.291489e+00,0
8.8667, -0.70473328,5.501138e+00,0
8.9000, -0.54164953,5.710787e+00,0
8.9333, -0.35484590,5.920436e+00,0
8.9667, -0.15250288,6.130085e+00,0
9.0000,  0.05651853,5.654867e-02,0
9.0333,  0.26306489,2.661976e-01,0
9.0667,  0.45809113,4.758466e-01,0
9.1000,  0.63305667,6.854955e-01,0
9.1333,  0.78029944,8.951445e-01,0
9.1667,  0.89337139,1.104793e+00,0
9.2000,  0.96732088,1.314442e+00,0
9.2333,  0.99890952,1.524091e+00,0
9.2667,  0.98675398,1.733740e+00,0
9.3000,  0.93138658,1.943389e+00,0
9.3333,  0.83523197,2.153038e+00,0
9.3667,  0.70250093,2.362687e+00,0
9.4000,  0.53900602,2.572336e+00,0
9.4333,  0.35190700,2.781985e+00,0
9.4667,  0.14939729,2.991634e+00,0
9.5000, -0.05965482,3.201283e+00,0
9.5333, -0.26609453,3.410932e+00,0
9.5667, -0.46088144,3.620581e+00,0
9.6000, -0.63548547,3.830230e+00,0
9.6333, -0.78226036,4.039879e+00,0
9.6667, -0.89477855,4.249528e+00,0
9.7000, -0.96811267,4.459177e+00,0
9.7333, -0.99905126,4.668826e+00,0
9.7667, -0.98623947,4.878475e+00,0
9.8000, -0.93023835,5.088123e+00,0
9.8333, -0.83350029,5.297772e+00,0
9.8667, -0.70026165,5.507421e+00,0
9.9000, -0.53635720,5.717070e+00,0
9.9333, -0.34896462,5.926719e+00,0
9.9667, -0.14629022,6.136368e+00,0
10.0000,  0.06279052,6.283185e-02,0
10.0333,  0.26912154,2.724808e-01,0
10.0667,  0.46366721,4.821298e-01,0
10.1000,  0.63790799,6.917787e-01,0
10.1333,  0.78421355,9.014277e-01,0
10.1667,  0.89617689,1.111077e+00,0
10.2000,  0.96889491,1.320726e+00,0
10.2333,  0.99918315,1.530375e+00,0
10.2667,  0.98571523,1.740023e+00,0
10.3000,  0.92908094,1.949672e+00,0
10.3333,  0.83176039,2.159321e+00,0
10.3667,  0.69801546,2.368970e+00,0
10.4000,  0.53370308,2.578619e+00,0
10.4333,  0.34601881,2.788268e+00,0
10.4667,  0.14318171,2.997917e+00,0
10.5000, -0.06592560,3.207566e+00,0
10.5333, -0.27214589,3.417215e+00,0
10.5667, -0.46644839,3.626864e+00,0
10.6000, -0.64032422,3.836513e+00,0
10.6333, -0.78615901,4.046162e+00,0
10.6667, -0.89756638,4.255811e+00,0
10.7000, -0.96966758,4.465460e+00,0
10.7333, -0.99930517,4.675109e+00,0
10.7667, -0.98518126,4.884758e+00,0
10.8000, -0.92791435,5.094407e+00,0
10.8333, -0.83001229,5.304056e+00,0
10.8667, -0.69576238,5.513705e+00,0
10.9000, -0.53104369,5.723353e+00,0
10.9333, -0.34306958,5.933002e+00,0
10.9667, -0.14007178,6.142651e+00,0
11.0000,  0.06906003,6.911504e-02,0
11.0333,  0.27516756,2.787640e-01,0
11.0667,  0.46922498,4.884129e-01,0
11.1000,  0.64273413,6.980619e-01,0
11.1333,  0.78809671,9.077108e-01,0
11.1667,  0.89894701,1.117360e+00,0
11.2000,  0.97043069,1.327009e+00,0
11.2333,  0.99941733,1.536658e+00,0
11.2667,  0.98463756,1.746307e+00,0
11.3000,  0.92673861,1.955956e+00,0
11.3333,  0.82825598,2.165605e+00,0
11.3667,  0.69350243,2.375253e+00,0
11.4000,  0.52837906,2.584902e+00,0
11.4333,  0.34011696,2.794551e+00,0
11.4667,  0.13696048,3.004200e+00,0
11.5000, -0.07219377,3.213849e+00,0
11.5333, -0.27818651,3.423498e+00,0
11.5667, -0.47199693,3.633147e+00,0
11.6000, -0.64513769,3.842796e+00,0
11.6333, -0.79002663,4.052445e+00,0
11.6667, -0.90031877,4.262094e+00,0
11.7000, -0.97118422,4.471743e+00,0
11.7333, -0.99951963,4.681392e+00,0
11.7667, -0.98408415,4.891041e+00,0
11.8000, -0.92555372,5.100690e+00,0
11.8333, -0.82649151,5.310339e+00,0
11.8667, -0.69123564,5.519988e+00,0
11.9000, -0.52570922,5.729637e+00,0
11.9333, -0.33716098,5.939286e+00,0
11.9667, -0.13384782,6.148935e+00,0
12.0000,  0.07532681,7.539822e-02,0
12.0333,  0.28120272,2.850472e-01,0
12.0667,  0.47476423,4.946961e-01,0
12.1000,  0.64753489,7.043451e-01,0
12.1333,  0.79194875,9.139940e-01,0
12.1667,  0.90168165,1.123643e+00,0
12.2000,  0.97192816,1.333292e+00,0
12.2333,  0.99961206,1.542941e+00,0
12.2667,  0.98352102,1.752590e+00,0
12.3000,  0.92435970,1.962239e+00,0
12.3333,  0.82471888,2.171888e+00,0
12.3667,  0.68896202,2.381537e+00,0
12.4000,  0.52303419,2.591186e+00,0
12.4333,  0.33420168,2.800835e+00,0
12.4667,  0.13073384,3.010484e+00,0
12.5000, -0.07845910,3.220132e+00,0
12.5333, -0.28421615,3.429781e+00,0
12.5667, -0.47752684,3.639430e+00,0
12.6000, -0.64992570,3.849079e+00,0
12.6333, -0.79386306,4.058728e+00,0
12.6667, -0.90303562,4.268377e+00,0
12.7000, -0.97266251,4.478026e+00,0
12.7333, -0.99969463,4.687675e+00,0
12.7667, -0.98294819,4.897324e+00,0
12.8000, -0.92315655,5.106973e+00,0
12.8333, -0.82293810,5.316622e+00,0
12.8667, -0.68668161,5.526271e+00,0
12.9000, -0.52035400,5.735920e+00,0
12.9333, -0.33123908,5.945569e+00,0
12.9667, -0.12761857,6.155218e+00,0
13.0000,  0.08159061,8.168141e-02,0
13.0333,  0.28722678,2.913304e-01,0
13.0667,  0.48028473,5.009793e-01,0
13.1000,  0.65231009,7.106283e-01,0
13.1333,  0.79576953,9.202772e-01,0
13.1667,  0.90438068,1.129926e+00,0
13.2000,  0.97338726,1.339575e+00,0
13.2333,  0.99976733,1.549224e+00,0
13.2667,  0.98236565,1.758873e+00,0
13.3000,  0.92194429,1.968522e+00,0
13.3333,  0.82114921,2.178171e+00,0
13.3667,  0.68439442,2.387820e+00,0
13.4000,  0.51766867,2.597469e+00,0
13.4333,  0.32827321,2.807118e+00,0
13.4667,  0.12450204,3.016767e+00,0
13.5000, -0.08472132,3.226416e+00,0
13.5333, -0.29023457,3.436065e+00,0
13.5667, -0.48303789,3.645714e+00,0
13.6000, -0.65468804,3.855363e+00,0
13.6333, -0.79766814,4.065011e+00,0
13.6667, -0.90571682,4.274660e+00,0
13.7000, -0.97410240,4.484309e+00,0
13.7333, -0.99983016,4.693958e+00,0
13.7667, -0.98177342,4.903607e+00,0
13.8000, -0.92072294,5.113256e+00,0
13.8333, -0.81935221,5.322905e+00,0
13.8667, -0.68210047,5.532554e+00,0
13.9000, -0.51497823,5.742203e+00,0
13.9333, -0.32530410,5.951852e+00,0
13.9667, -0.12138428,6.161501e+00,0
14.0000,  0.08785120,8.796459e-02,0
14.0333,  0.29323950,2.976135e-01,0
14.0667,  0.48578628,5.072625e-01,0
14.1000,  0.65705954,7.169114e-01,0
14.1333,  0.79955889,9.265604e-01,0
14.1667,  0.90704401,1.136209e+00,0
14.2000,  0.97480793,1.345858e+00,0
14.2333,  0.99988312,1.555507e+00,0
14.2667,  0.98117151,1.765156e+00,0
14.3000,  0.91949249,1.974805e+00,0
14.3333,  0.81754712,2.184454e+00,0
14.3667,  0.67979979,2.394103e+00,0
14.4000,  0.51228271,2.603752e+00,0
14.4333,  0.32233178,2.813401e+00,0
14.4667,  0.11826532,3.023050e+00,0
14.5000, -0.09098020,3.232699e+00,0
14.5333, -0.29624153,3.442348e+00,0
14.5667, -0.48852987,3.651997e+00,0
14.6000, -0.65942454,3.861646e+00,0
14.6333, -0.80144174,4.071295e+00,0
14.6667, -0.90836226,4.280944e+00,0
14.7000, -0.97550384,4.490593e+00,0
14.7333, -0.99992622,4.700241e+00,0
14.7667, -0.98055990,4.909890e+00,0
14.8000, -0.91825297,5.119539e+00,0
14.8333, -0.81573397,5.329188e+00,0
14.8667, -0.67749240,5.538837e+00,0
14.9000, -0.50958214,5.748486e+00,0
14.9333, -0.31935628,5.958135e+00,0
14.9667, -0.11514520,6.167784e+00,0
15.0000,  0.09410831,9.424778e-02,0
15.0333,  0.29924064,3.038967e-01,0
15.0667,  0.49126864,5.135457e-01,0
15.1000,  0.66178304,7.231946e-01,0
15.1333,  0.80331669,9.328436e-01,0
15.1667,  0.90967154,1.142493e+00,0
15.2000,  0.97619012,1.352141e+00,0
15.2333,  0.99995945,1.561790e+00,0
15.2667,  0.97993862,1.771439e+00,0
15.3000,  0.91700439,1.981088e+00,0
15.3333,  0.81391277,2.190737e+00,0
15.3667,  0.67517833,2.400386e+00,0
15.4000,  0.50687653,2.610035e+00,0
15.4333,  0.31637763,2.819684e+00,0
15.4667,  0.11202394,3.029333e+00,0
15.5000, -0.09723549,3.238982e+00,0
15.5333, -0.30223680,3.448631e+00,0
15.5667, -0.49400257,3.658280e+00,0
15.6000, -0.66413501,3.867929e+00,0
15.6333, -0.80518370,4.077578e+00,0
15.6667, -0.91097184,4.287227e+00,0
15.7000, -0.97686676,4.496876e+00,0
15.7333, -0.99998281,4.706525e+00,0
15.7667, -0.97930767,4.916174e+00,0
15.8000, -0.91574676,5.125823e+00,0
15.8333, -0.81208353,5.335472e+00,0
15.8667, -0.67285759,5.545120e+00,0
15.9000, -0.50416592,5.754769e+00,0
15.9333, -0.31339585,5.964418e+00,0
15.9667, -0.10890157,6.174067e+00,0
16.0000,  0.10036171,1.005310e-01,0
16.0333,  0.30522997,3.101799e-01,0
16.0667,  0.49673162,5.198289e-01,0
16.1000,  0.66648042,7.294778e-01,0
16.1333,  0.80704277,9.391268e-01,0
16.1667,  0.91226315,1.148776e+00,0
16.2000,  0.97753377,1.358425e+00,0
16.2333,  0.99999629,1.568074e+00,0
16.2667,  0.97866705,1.777723e+00,0
16.3000,  0.91448009,1.987372e+00,0
16.3333,  0.81024627,2.197020e+00,0
16.3667,  0.67053021,2.406669e+00,0
16.4000,  0.50145034,2.616318e+00,0
16.4333,  0.31041098,2.825967e+00,0
16.4667,  0.10577813,3.035616e+00,0
16.5000, -0.10348695,3.245265e+00,0
16.5333, -0.30822013,3.454914e+00,0
16.5667, -0.49945576,3.664563e+00,0
16.6000, -0.66881926,3.874212e+00,0
16.6333, -0.80889387,4.083861e+00,0
16.6667, -0.91354546,4.293510e+00,0
16.7000, -0.97819112,4.503159e+00,0
16.7333, -0.99999991,4.712808e+00,0
16.7667, -0.97801677,4.922457e+00,0
16.8000, -0.91320439,5.132106e+00,0
16.8333, -0.80840102,5.341755e+00,0
16.8667, -0.66819621,5.551404e+00,0
16.9000, -0.49872980,5.761053e+00,0
16.9333, -0.30742305,5.970702e+00,0
16.9667, -0.10265365,6.180351e+00,0
17.0000,  0.10661115,1.068142e-01,0
17.0333,  0.31120725,3.164631e-01,0
17.0667,  0.50217498,5.261120e-01,0
17.1000,  0.67115149,7.357610e-01,0
17.1333,  0.81073699,9.454099e-01,0
17.1667,  0.91481875,1.155059e+00,0
17.2000,  0.97883883,1.364708e+00,0
17.2333,  0.99999366,1.574357e+00,0
17.2667,  0.97735684,1.784006e+00,0
17.3000,  0.91191968,1.993655e+00,0
17.3333,  0.80654779,2.203304e+00,0
17.3667,  0.66585562,2.412953e+00,0
17.4000,  0.49600435,2.622602e+00,0
17.4333,  0.30443208,2.832250e+00,0
17.4667,  0.09952815,3.041899e+00,0
17.5000, -0.10973431,3.251548e+00,0
17.5333, -0.31419130,3.461197e+00,0
17.5667, -0.50488924,3.670846e+00,0
17.6000, -0.67347710,3.880495e+00,0
17.6333, -0.81257211,4.090144e+00,0
17.6667, -0.91608301,4.299793e+00,0
17.7000, -0.97947687,4.509442e+00,0
17.7333, -0.99997754,4.719091e+00,0
17.7667, -0.97668727,4.928740e+00,0
17.8000, -0.91062597,5.138389e+00,0
17.8333, -0.80468661,5.348038e+00,0
17.8667, -0.66350846,5.557687e+00,0
17.9000, -0.49327400,5.767336e+00,0
17.9333, -0.30143811,5.976985e+00,0
17.9667, -0.09640167,6.186634e+00,0
18.0000,  0.11285638,1.130973e-01,0
18.0333,  0.31717224,3.227463e-01,0
18.0667,  0.50759851,5.323952e-01,0
18.1000,  0.67579607,7.420442e-01,0
18.1333,  0.81439921,9.516931e-01,0
18.1667,  0.91733823,1.161342e+00,0
18.2000,  0.98010524,1.370991e+00,0
18.2333,  0.99995155,1.580640e+00,0
18.2667,  0.97600805,1.790289e+00,0
18.3000,  0.90932327,1.999938e+00,0
18.3333,  0.80281748,2.209587e+00,0
18.3667,  0.66115475,2.419236e+00,0
18.4000,  0.49053878,2.628885e+00,0
18.4333,  0.29844117,2.838534e+00,0
18.4667,  0.09327424,3.048183e+00,0
18.5000, -0.11597734,3.257832e+00,0
18.5333, -0.32015006,3.467481e+00,0
18.5667, -0.51030278,3.677129e+00,0
18.6000, -0.67810836,3.886778e+00,0
18.6333, -0.81621827,4.096427e+00,0
18.6667, -0.91858440,4.306076e+00,0
18.7000, -0.98072394,4.515725e+00,0
18.7333, -0.99991569,4.725374e+00,0
18.7667, -0.97531920,4.935023e+00,0
18.8000, -0.90801160,5.144672e+00,0
18.8333, -0.80094042,5.354321e+00,0
18.8667, -0.65879451,5.563970e+00,0
18.9000, -0.48779872,5.773619e+00,0
18.9333, -0.29544127,5.983268e+00,0
18.9667, -0.09014589,6.192917e+00,0
19.0000,  0.11909716,1.193805e-01,0
19.0333,  0.32312471,3.290295e-01,0
19.0667,  0.51300201,5.386784e-01,0
19.1000,  0.68041396,7.483274e-01,0
19.1333,  0.81802927,9.579763e-01,0
19.1667,  0.91982150,1.167625e+00,0
19.2000,  0.98133296,1.377274e+00,0
19.2333,  0.99986997,1.586923e+00,0
19.2667,  0.97462073,1.796572e+00,0
19.3000,  0.90669097,2.006221e+00,0
19.3333,  0.79905546,2.215870e+00,0
19.3667,  0.65642777,2.425519e+00,0
19.4000,  0.48505384,2.635168e+00,0
19.4333,  0.29243847,2.844817e+00,0
19.4667,  0.08701665,3.054466e+00,0
19.5000, -0.12221580,3.264115e+00,0
19.5333, -0.32609618,3.473764e+00,0
19.5667, -0.51569618,3.683413e+00,0
19.6000, -0.68271285,3.893062e+00,0
19.6333, -0.81983220,4.102711e+00,0
19.6667, -0.92104952,4.312360e+00,0
19.7000, -0.98193230,4.522008e+00,0
19.7333, -0.99981437,4.731657e+00,0
19.7667, -0.97391264,4.941306e+00,0
19.8000, -0.90536139,5.150955e+00,0
19.8333, -0.79716262,5.360604e+00,0
19.8667, -0.65405455,5.570253e+00,0
19.9000, -0.48230418,5.779902e+00,0
19.9333, -0.28943277,5.989551e+00,0
19.9667, -0.08388655,6.199200e+00,0
20.0000,  0.12533323,1.256637e-01,0
20.0333,  0.32906443,3.353127e-01,0
20.0667,  0.51838526,5.449616e-01,0
20.1000,  0.68500500,7.546106e-01,0
20.1333,  0.82162704,9.642595e-01,0
20.1667,  0.92226845,1.173908e+00,0
20.2000,  0.98252195,1.383557e+00,0
20.2333,  0.99974891,1.593206e+00,0
20.2667,  0.97319493,1.802855e+00,0
20.3000,  0.90402287,2.012504e+00,0
20.3333,  0.79526190,2.222153e+00,0
20.3667,  0.65167488,2.431802e+00,0
20.4000,  0.47954976,2.641451e+00,0
20.4333,  0.28642422,2.851100e+00,0
20.4667,  0.08075562,3.060749e+00,0
20.5000, -0.12844943,3.270398e+00,0
20.5333, -0.33202943,3.480047e+00,0
20.5667, -0.52106922,3.689696e+00,0
20.6000, -0.68729038,3.899345e+00,0
20.6333, -0.82341377,4.108994e+00,0
20.6667, -0.92347828,4.318643e+00,0
20.7000, -0.98310189,4.528292e+00,0
20.7333, -0.99967358,4.737941e+00,0
20.7667, -0.97246762,4.947590e+00,0
20.8000, -0.90267543,5.157239e+00,0
20.8333, -0.79335334,5.366887e+00,0
20.8667, -0.64928878,5.576536e+00,0
20.9000, -0.47679060,5.786185e+00,0
20.9333, -0.28341284,5.995834e+00,0
20.9667, -0.07762389,6.205483e+00,0
21.0000,  0.13156436,1.319469e-01,0
21.0333,  0.33499115,3.415958e-01,0
21.0667,  0.52374804,5.512448e-01,0
21.1000,  0.68956899,7.608937e-01,0
